時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
2016/06/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11475.50
2016/06/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12139.00
2016/06/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12093.50
2016/06/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10565.00
2016/06/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10446.50
2016/06/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10267.00
2016/06/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10343.00
2016/06/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11331.00
2016/06/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10772.00
2016/06/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11775.00
2016/06/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12288.00
2016/06/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11608.50
2016/06/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10469.50
2016/06/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10150.00
2016/06/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11633.50
2016/06/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12048.00
2016/06/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12318.50
2016/06/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12669.00
2016/06/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12554.50
2016/06/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10867.50
2016/06/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10720.00
2016/06/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12274.00
2016/06/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12261.00
2016/06/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11892.50
2016/06/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12132.50
2016/07/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12514.50
2016/07/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10660.50
2016/07/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10351.00
